id,movie,year,imdb,metascore,votes
1344,Warm Bodies,2013,6.9,,206619
1345,The Lone Ranger,2013,6.4,,206409
1346,Hannibal,2013,8.5,,198479
1347,Gangster Squad,2013,6.7,,193384
1348,Oz the Great and Powerful,2013,6.3,,190673
1349,White House Down,2013,6.4,,189213
1353,Man of Steel,2013,7.1,,636367
1358,Now You See Me,2013,7.3,,544262
1359,Thor: The Dark World,2013,7.0,,519624
1363,Oblivion,2013,7.0,,446764
1366,The Great Gatsby,2013,7.3,,425314
1367,House of Cards,2013,8.8,,422701
1375,We're the Millers,2013,7.0,,366627
1379,Vikings,2013,8.6,,325207
1381,The Secret Life of Walter Mitty,2013,7.3,,272149
1382,The Hangover Part III,2013,5.8,,265652
1383,About Time,2013,7.8,,254239
1384,Rick and Morty,2013,9.3,,252372
1385,Orange Is the New Black,2013,8.1,,249911
1386,Lone Survivor,2013,7.5,,243004
1387,Kick-Ass 2,2013,6.6,,234478
1388,Olympus Has Fallen,2013,6.5,,232239
1392,Ender's Game,2013,6.6,,209027
1393,Escape Plan,2013,6.7,,208685
1394,Warm Bodies,2013,6.9,,206619
1395,The Lone Ranger,2013,6.4,,206409
1396,Hannibal,2013,8.5,,198479
1397,Gangster Squad,2013,6.7,,193384
1398,Oz the Great and Powerful,2013,6.3,,190673
1399,White House Down,2013,6.4,,189213
1409,Kingsman: The Secret Service,2014,7.7,,533512
1411,The Hobbit: The Battle of the Five Armies,2014,7.4,,431173
1412,True Detective,2014,9.0,,425849
1418,Divergent,2014,6.7,,394426
1420,The Amazing Spider-Man 2,2014,6.6,,380993
1421,The Maze Runner,2014,6.8,,380572
1430,Maleficent,2014,7.0,,299648
1432,The Equalizer,2014,7.2,,295099
1433,The Interview,2014,6.5,,283203
1434,Transformers: Age of Extinction,2014,5.7,,279891
1435,The Flash,2014,7.9,,268593
1437,Fargo,2014,9.0,,263236
1439,300: Rise of an Empire,2014,6.2,,259100
1440,Non-Stop,2014,7.0,,231725
1443,RoboCop,2014,6.2,,203483
1444,Transcendence,2014,6.3,,202075
1445,Teenage Mutant Ninja Turtles,2014,5.8,,190561
1446,Gotham,2014,7.9,,188443
1449,The 100,2014,7.8,,168486
1459,Kingsman: The Secret Service,2014,7.7,,533512
1461,The Hobbit: The Battle of the Five Armies,2014,7.4,,431173
1462,True Detective,2014,9.0,,425849
1468,Divergent,2014,6.7,,394426
1470,The Amazing Spider-Man 2,2014,6.6,,380993
1471,The Maze Runner,2014,6.8,,380572
1480,Maleficent,2014,7.0,,299648
1482,The Equalizer,2014,7.2,,295099
1483,The Interview,2014,6.5,,283203
1484,Transformers: Age of Extinction,2014,5.7,,279891
1485,The Flash,2014,7.9,,268593
1487,Fargo,2014,9.0,,263236
1489,300: Rise of an Empire,2014,6.2,,259100
1490,Non-Stop,2014,7.0,,231725
1493,RoboCop,2014,6.2,,203483
1494,Transcendence,2014,6.3,,202075
1495,Teenage Mutant Ninja Turtles,2014,5.8,,190561
1496,Gotham,2014,7.9,,188443
1499,The 100,2014,7.8,,168486
1505,Jurassic World,2015,7.0,,529106
1510,Spectre,2015,6.8,,346864
1512,Daredevil,2015,8.7,,320734
1517,Narcos,2015,8.8,,281157
1518,Fifty Shades of Grey,2015,4.1,,274536
1519,Mr. Robot,2015,8.6,,270682
1522,Better Call Saul,2015,8.7,,239922
1523,The Man from U.N.C.L.E.,2015,7.3,,235879
1524,Terminator Genisys,2015,6.4,,229728
1527,Chappie,2015,6.8,,210578
1528,Maze Runner: The Scorch Trials,2015,6.3,,196515
1529,Southpaw,2015,7.4,,196268
1530,Insurgent,2015,6.2,,195908
1531,Minions,2015,6.4,,189476
1532,San Andreas,2015,6.1,,188621
1533,Focus,2015,6.6,,188547
1534,The Intern,2015,7.1,,187584
1537,Jessica Jones,2015,8.1,,168587
1538,Jupiter Ascending,2015,5.3,,164155
1540,Ted 2,2015,6.3,,161732
1541,Tomorrowland,2015,6.4,,159378
1546,Fantastic Four,2015,4.3,,137778
1548,The Age of Adaline,2015,7.2,,135642
1549,Legend,2015,7.0,,135488
1555,Jurassic World,2015,7.0,,529106
1560,Spectre,2015,6.8,,346864
1562,Daredevil,2015,8.7,,320734
1567,Narcos,2015,8.8,,281157
1568,Fifty Shades of Grey,2015,4.1,,274536
1569,Mr. Robot,2015,8.6,,270682
1572,Better Call Saul,2015,8.7,,239922
1573,The Man from U.N.C.L.E.,2015,7.3,,235879
1574,Terminator Genisys,2015,6.4,,229728
1577,Chappie,2015,6.8,,210578
1578,Maze Runner: The Scorch Trials,2015,6.3,,196515
1579,Southpaw,2015,7.4,,196268
1580,Insurgent,2015,6.2,,195908
1581,Minions,2015,6.4,,189476
1582,San Andreas,2015,6.1,,188621
1583,Focus,2015,6.6,,188547
1584,The Intern,2015,7.1,,187584
1587,Jessica Jones,2015,8.1,,168587
1588,Jupiter Ascending,2015,5.3,,164155
1590,Ted 2,2015,6.3,,161732
1591,Tomorrowland,2015,6.4,,159378
1596,Fantastic Four,2015,4.3,,137778
1598,The Age of Adaline,2015,7.2,,135642
1599,Legend,2015,7.0,,135488
1601,Batman v Superman: Dawn of Justice,2016,6.5,,563693
1602,Stranger Things,2016,8.9,,559626
1604,Suicide Squad,2016,6.1,,515981
1612,X-Men: Apocalypse,2016,7.0,,343094
1614,Westworld,2016,8.8,,327879
1615,Passengers,2016,7.0,,301409
1619,The Accountant,2016,7.3,,227726
1620,Warcraft,2016,6.9,,221625
1623,Now You See Me 2,2016,6.5,,208664
1630,Jason Bourne,2016,6.6,,186823
1631,Ghostbusters,2016,5.2,,183043
1635,Me Before You,2016,7.4,,165611
1637,The Magnificent Seven,2016,6.9,,164714
1638,The Promise,2016,6.1,,163625
1639,Assassin's Creed,2016,5.8,,162852
1640, Game of Thrones,2011,9.9,,158728
1644,Independence Day: Resurgence,2016,5.2,,152085
1645,War Dogs,2016,7.1,,149412
1646,The Legend of Tarzan,2016,6.3,,146664
1647,The Girl on the Train,2016,6.5,,146525
1648,Miss Peregrine's Home for Peculiar Children,2016,6.7,,137396
1649,Inferno,2016,6.2,,134990
1651,Batman v Superman: Dawn of Justice,2016,6.5,,563693
1652,Stranger Things,2016,8.9,,559626
1654,Suicide Squad,2016,6.1,,515981
1662,X-Men: Apocalypse,2016,7.0,,343094
1664,Westworld,2016,8.8,,327879
1665,Passengers,2016,7.0,,301409
1669,The Accountant,2016,7.3,,227726
1670,Warcraft,2016,6.9,,221625
1673,Now You See Me 2,2016,6.5,,208664
1680,Jason Bourne,2016,6.6,,186823
1681,Ghostbusters,2016,5.2,,183043
1685,Me Before You,2016,7.4,,165611
1687,The Magnificent Seven,2016,6.9,,164714
1688,The Promise,2016,6.1,,163625
1689,Assassin's Creed,2016,5.8,,162852
1690, Game of Thrones,2011,9.9,,158728
1694,Independence Day: Resurgence,2016,5.2,,152085
1695,War Dogs,2016,7.1,,149412
1696,The Legend of Tarzan,2016,6.3,,146664
1697,The Girl on the Train,2016,6.5,,146525
1698,Miss Peregrine's Home for Peculiar Children,2016,6.7,,137396
1699,Inferno,2016,6.2,,134990
1712,Justice League,2017,6.5,,313060
1716,Jumanji: Welcome to the Jungle,2017,7.0,,230274
1719,Kingsman: The Golden Circle,2017,6.8,,220155
1721,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,,219411
1722,13 Reasons Why,2017,8.0,,202223
1724,The Greatest Showman,2017,7.6,,188760
1725,The Fate of the Furious,2017,6.7,,174349
1726,Life,2017,6.6,,174137
1727,Murder on the Orient Express,2017,6.5,,172009
1728,Ghost in the Shell,2017,6.4,,169702
1730,King Arthur: Legend of the Sword,2017,6.8,,162961
1732,The Hitman's Bodyguard,2017,6.9,,155539
1734,The Mummy,2017,5.5,,148103
1737,Bright,2017,6.4,,143302
1738,The Punisher,2017,8.6,,135366
1739,Valerian and the City of a Thousand Planets,2017,6.5,,134808
1742,Baywatch,2017,5.6,,128131
1744,La casa de papel,2017,8.6,,114840
1745,Transformers: The Last Knight,2017,5.2,,113918
1746,Mindhunter,2017,8.5,,111213
1748,The Handmaid's Tale,2017,8.6,,106329
1762,Justice League,2017,6.5,,313060
1766,Jumanji: Welcome to the Jungle,2017,7.0,,230274
1769,Kingsman: The Golden Circle,2017,6.8,,220155
1771,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,,219411
1772,13 Reasons Why,2017,8.0,,202223
1774,The Greatest Showman,2017,7.6,,188760
1775,The Fate of the Furious,2017,6.7,,174349
1776,Life,2017,6.6,,174137
1777,Murder on the Orient Express,2017,6.5,,172009
1778,Ghost in the Shell,2017,6.4,,169702
1780,King Arthur: Legend of the Sword,2017,6.8,,162961
1782,The Hitman's Bodyguard,2017,6.9,,155539
1784,The Mummy,2017,5.5,,148103
1787,Bright,2017,6.4,,143302
1788,The Punisher,2017,8.6,,135366
1789,Valerian and the City of a Thousand Planets,2017,6.5,,134808
1792,Baywatch,2017,5.6,,128131
1794,La casa de papel,2017,8.6,,114840
1795,Transformers: The Last Knight,2017,5.2,,113918
1796,Mindhunter,2017,8.5,,111213
1798,The Handmaid's Tale,2017,8.6,,106329
